satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary,predicted_probability,predicted_label,model_name,model_accuracy,model_auc,model_precision,model_recall,model_f1,top_feature
0.84,0.89,4,187,2,1,0,0,IT,low,0.0058603466315715735,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.74,0.58,4,148,2,0,0,0,product_mng,medium,0.007482504032043764,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.52,0.83,4,210,2,0,0,0,product_mng,medium,0.007506686007030891,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.56,0.76,3,213,2,1,0,0,product_mng,medium,0.005029274269996155,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.82,0.93,4,185,2,0,0,0,RandD,medium,0.007085861857012058,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.74,0.82,4,142,2,0,0,0,marketing,medium,0.007784851686132654,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.71,0.76,5,172,2,1,0,0,support,high,0.007011556126787183,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.33,0.58,2,183,2,0,0,0,management,medium,0.03960063012405708,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,0.92,3,152,3,0,0,0,accounting,low,0.005641472155165008,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.8,0.94,4,136,2,0,0,0,hr,medium,0.007665574647149119,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.21,0.82,4,207,5,0,0,0,technical,high,0.4989181534584035,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.22,0.53,4,244,2,0,0,0,support,medium,0.008142980432157521,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.79,0.84,3,176,3,0,0,0,support,low,0.008597246385009027,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.78,0.84,3,233,3,1,0,0,IT,low,0.005143101081240053,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.51,0.69,3,145,2,1,0,0,RandD,medium,0.005055860556220814,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.6,0.89,3,167,4,0,0,0,RandD,medium,0.03453547635510793,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.65,0.93,4,270,2,0,0,0,sales,medium,0.007877651751911949,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.89,0.56,3,256,3,0,0,0,support,medium,0.00841012218911633,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.26,0.63,6,100,4,0,0,0,sales,medium,0.0547458857571726,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.56,0.62,3,154,2,0,0,0,sales,low,0.007793886448968524,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.39,0.36,3,168,3,1,0,0,sales,low,0.009895193753035885,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.72,0.93,4,148,2,0,0,0,sales,low,0.008489796957940512,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.92,0.49,3,240,2,0,0,0,hr,low,0.00910468192226235,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.16,0.9,5,258,3,0,0,0,technical,medium,0.006984470821688114,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.62,0.38,3,257,3,0,0,0,technical,medium,0.010456215127333364,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.91,0.82,3,183,3,0,0,0,technical,medium,0.005640130453821869,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.87,0.74,4,190,4,0,0,0,technical,medium,0.043991083247209344,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.55,0.51,3,190,3,0,0,0,support,low,0.008576674627715185,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.96,0.67,6,190,3,0,0,0,support,low,0.12469360467906795,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.8,0.9,4,136,3,0,0,0,technical,low,0.006492958268437181,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.78,0.99,3,151,3,1,0,0,product_mng,low,0.004248857387902062,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.96,0.45,6,232,2,1,0,0,product_mng,low,0.035834759065958344,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.67,0.54,2,136,2,0,0,0,RandD,medium,0.13481975710551997,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.99,0.75,6,139,5,1,0,0,technical,medium,0.0826819416699411,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.75,0.77,4,136,3,0,0,0,management,medium,0.0077781523255000375,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.98,0.74,3,164,3,0,0,0,sales,medium,0.006822785806573598,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.91,0.61,2,272,2,0,0,0,sales,low,0.007972454551564645,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.58,0.69,4,223,4,0,0,0,sales,low,0.029273603919290233,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.55,0.83,4,199,3,0,0,0,sales,low,0.008259738298978105,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.87,0.58,4,212,3,0,0,0,sales,low,0.008452345447126981,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.99,0.79,4,192,3,0,0,0,hr,low,0.008614564006086827,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.89,0.84,2,252,3,0,0,0,technical,medium,0.03924655519082152,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.62,0.64,3,240,2,0,0,0,technical,medium,0.006340384923601291,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.66,0.77,2,171,2,0,0,0,technical,medium,0.04895090962464722,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.97,0.77,3,182,2,1,0,0,support,low,0.007277670399209028,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.57,0.48,4,161,3,0,0,0,support,medium,0.010407938379914798,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.14,0.51,5,173,4,0,0,0,support,medium,0.04170921927879436,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.48,0.55,3,228,2,0,0,0,support,low,0.00928851929209701,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.94,0.9,5,191,4,0,0,0,support,low,0.4219344322552359,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.83,0.52,3,167,2,1,0,0,IT,low,0.005328371988102192,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.65,0.6,5,227,3,0,0,0,RandD,low,0.008381967475749678,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.19,0.63,4,142,6,0,0,0,RandD,low,0.024072681476403606,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.95,0.64,5,234,3,0,0,0,RandD,medium,0.0076162589082253,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.92,0.77,4,185,3,0,0,0,RandD,medium,0.006859624792991404,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.64,0.54,3,166,2,0,0,0,support,medium,0.008412117759917888,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.12,0.55,5,242,4,0,0,0,marketing,medium,0.043126944321352556,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.71,0.74,3,163,3,1,0,0,marketing,medium,0.004526273040233826,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.38,0.69,3,99,3,1,0,0,sales,high,0.004999690788618219,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.57,0.85,4,164,3,0,0,0,sales,low,0.008865513756863223,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.72,0.51,3,160,3,0,0,0,sales,medium,0.006331110837669519,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.74,0.78,5,216,2,0,0,0,sales,low,0.01081600360585404,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.19,0.98,5,226,4,1,0,0,accounting,low,0.4219344322552359,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.77,0.49,4,266,2,0,0,0,hr,low,0.010423455777528361,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.48,0.69,4,222,2,0,0,0,technical,medium,0.00739896843074761,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.16,0.76,5,192,3,0,0,0,technical,medium,0.007544439736388483,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.61,0.62,4,140,3,1,0,0,support,medium,0.005563021349843201,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.97,0.66,6,164,5,0,0,0,support,low,0.09764503437556218,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.86,0.58,3,151,2,0,0,0,technical,low,0.006759837158338315,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,0.74,4,206,4,1,0,0,IT,low,0.030221162271650323,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.87,0.82,6,176,3,0,0,0,product_mng,low,0.06560976737183828,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.87,0.84,5,137,2,0,0,0,product_mng,low,0.009232630681124916,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.65,0.75,2,151,3,0,0,0,IT,low,0.008511806669863632,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.72,0.86,4,191,2,0,0,0,RandD,low,0.008884451849615178,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.88,0.63,3,273,3,1,0,0,RandD,low,0.005043071063494957,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.92,0.69,3,192,3,0,0,0,accounting,medium,0.0060027922454743326,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.48,0.9,4,201,4,0,0,0,marketing,medium,0.05352864120858301,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.25,0.69,3,187,4,0,0,0,marketing,medium,0.026653942659196395,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.76,0.74,3,224,2,0,0,0,accounting,low,0.007226706682051846,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.48,0.84,4,228,3,0,0,0,technical,medium,0.006812687657898988,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.49,0.5,4,187,5,1,0,0,support,medium,0.026732375359095763,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.69,0.64,5,265,2,1,0,0,support,high,0.006655053962592145,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.62,0.66,4,143,3,0,0,0,support,medium,0.007104458674457104,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.94,0.91,3,163,3,0,0,0,support,medium,0.006847736590049305,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.85,0.78,4,106,2,0,0,0,technical,low,0.00777539594769751,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.71,0.99,2,136,3,0,0,0,IT,low,0.14093994229755538,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,0.89,5,249,3,1,0,0,IT,low,0.006049565846502231,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.5,0.78,3,228,2,0,0,0,RandD,low,0.007091169345066607,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.22,0.81,5,205,4,0,0,0,RandD,low,0.4129002032691671,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,0.88,4,174,3,0,0,0,RandD,low,0.007549926413884159,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.73,0.85,5,245,3,0,0,0,RandD,low,0.008986401892529174,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.63,0.98,4,175,2,0,0,0,sales,medium,0.007643857927281936,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,0.87,5,219,2,0,0,0,marketing,medium,0.009175551105738734,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.65,0.67,5,128,5,0,0,0,marketing,medium,0.0264183221039455,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.71,0.63,3,254,3,1,0,0,sales,high,0.005007763014563927,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.56,0.49,5,163,3,0,0,0,sales,low,0.009339395050902486,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,0.84,2,199,3,0,0,0,sales,low,0.04500885809190647,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.94,0.82,3,187,3,0,0,0,sales,low,0.00715704929202958,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.96,0.81,3,212,3,0,0,0,support,medium,0.007677565207896638,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.83,0.74,3,221,2,0,0,0,support,medium,0.008658465299128337,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.78,0.82,4,143,3,0,0,0,support,medium,0.0069405373261237835,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.67,0.71,3,190,3,1,0,0,support,medium,0.0059821010926511325,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.51,0.48,5,136,4,0,0,0,management,low,0.04385684708235491,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.8,0.74,4,221,4,0,0,0,product_mng,low,0.03029360321653221,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.52,0.84,2,226,3,0,0,0,RandD,low,0.07153134527906206,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.21,0.61,3,173,2,0,0,0,RandD,low,0.006951910981583723,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.81,0.5,4,152,3,1,0,0,RandD,low,0.0067921390957395395,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.99,0.72,3,119,2,1,0,0,marketing,low,0.005744123572140728,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.9,1.0,4,207,3,0,0,0,sales,medium,0.0066805048829789585,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.99,0.97,3,257,2,0,0,0,marketing,medium,0.006005644605702338,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.93,0.97,4,227,3,0,0,0,marketing,medium,0.006403002383304041,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.99,0.78,4,140,3,0,0,0,sales,medium,0.007314460099378495,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.85,0.78,4,251,3,0,0,0,sales,medium,0.007457521132133331,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.63,0.78,3,153,3,1,0,0,sales,medium,0.004952814760172655,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.63,0.99,3,247,3,0,0,0,sales,medium,0.005850860219599138,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.78,0.5,4,212,2,0,0,0,sales,medium,0.008551905609558406,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.98,0.53,3,234,3,0,0,0,sales,medium,0.006502382875789178,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.14,1.0,5,174,5,0,0,0,sales,medium,0.2776808286451529,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.91,0.61,4,243,2,1,0,0,accounting,low,0.006594367848630257,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.6,0.91,2,168,4,0,0,0,hr,low,0.054017274379765765,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.89,0.71,5,194,3,0,0,0,hr,low,0.011962533061631657,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.31,0.49,4,165,3,1,0,0,technical,low,0.006513892614426073,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.68,0.69,4,225,2,0,0,0,technical,low,0.008022883609561481,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.78,0.65,4,207,2,0,0,0,support,medium,0.007952580243212971,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.93,0.68,4,196,2,1,0,0,support,low,0.007162403112016279,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.4,0.72,3,139,2,0,0,0,support,medium,0.008298307797206738,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.38,0.68,5,211,6,0,0,0,technical,low,0.03353804553379357,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.67,0.59,3,177,3,1,0,0,IT,low,0.005069001477399862,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.55,0.76,4,233,4,0,0,0,IT,low,0.030868764745714764,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.7,0.82,3,178,3,0,0,0,IT,low,0.006401321868874004,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.6,0.77,4,157,4,0,0,0,product_mng,low,0.04683747311500099,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.68,0.7,5,168,2,0,0,0,accounting,medium,0.00872590959736122,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.5,0.91,5,224,2,1,0,0,management,medium,0.009507356884017852,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.89,0.67,3,226,3,0,0,0,sales,medium,0.006654007950267127,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.66,0.48,3,192,3,1,0,0,sales,low,0.008263740536557327,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.5,0.55,3,176,3,0,0,0,sales,low,0.0073893947782552654,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.3,0.86,3,276,5,1,0,0,accounting,low,0.4157485036264699,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.85,0.63,4,154,3,0,0,0,hr,low,0.009682361392926357,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.65,0.86,4,264,2,1,0,0,hr,low,0.007722795026180957,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
0.83,0.56,4,165,2,0,0,0,technical,low,0.008439118822277636,0,Random Forest - Test 2,0.9609739826551034,0.9355951807228916,0.8713450292397661,0.8975903614457831,0.8842729970326408,last_evaluation
